Date,Open,High,Low,Close,Adj Close,Volume
2018-10-16,69.550003,71.180000,69.300003,70.949997,69.792458,7638700
2018-10-17,70.400002,70.690002,69.169998,70.230003,69.084213,11014700
2018-10-18,69.580002,69.720001,67.470001,68.139999,67.028305,10959400
2018-10-19,68.129997,68.650002,67.230003,67.589996,66.487282,7351600
2018-10-22,67.739998,68.849998,67.349998,68.519997,67.402100,6924900
2018-10-23,67.580002,69.040001,66.989998,68.570000,67.451294,7446400
2018-10-24,68.730003,69.199997,66.820000,66.940002,65.847885,8126500
2018-10-25,67.199997,68.330002,66.339996,67.669998,66.565971,9062300
2018-10-26,66.750000,67.690002,65.779999,66.989998,65.897064,8379000
2018-10-29,68.000000,68.370003,66.389999,67.309998,66.211845,7530600
2018-10-30,67.769997,68.339996,67.220001,68.000000,66.890587,7994400
2018-10-31,68.699997,69.910004,68.519997,68.940002,67.815254,7795000
2018-11-01,69.089996,70.349998,68.739998,70.150002,69.005516,6250800
2018-11-02,70.750000,71.379997,69.589996,70.190002,69.044861,5314600
2018-11-05,70.480003,71.000000,69.989998,70.389999,69.241592,8558700
2018-11-06,70.330002,71.000000,70.220001,70.959999,69.802307,3676400
2018-11-07,71.690002,72.610001,71.580002,72.500000,71.317169,6404500
2018-11-08,72.000000,73.080002,71.949997,72.959999,71.769669,4676100
2018-11-09,72.879997,73.059998,72.099998,72.790001,71.602448,4247600
2018-11-12,72.730003,72.900002,70.400002,70.559998,69.408821,6272700
2018-11-13,70.870003,71.180000,69.250000,69.489998,68.356277,6570300
2018-11-14,70.099998,70.470001,68.959999,69.410004,68.277588,5400800
2018-11-15,68.930000,70.750000,67.940002,70.730003,69.576057,6849000
2018-11-16,70.480003,72.330002,70.360001,72.040001,70.864677,9860800
2018-11-19,72.000000,72.410004,70.279999,70.540001,69.389153,7224400
2018-11-20,70.389999,70.750000,68.860001,69.059998,67.933289,8222500
2018-11-21,69.349998,69.720001,68.250000,68.529999,67.411942,5789400
2018-11-23,67.940002,68.680000,67.830002,68.110001,66.998795,3262200
2018-11-26,68.730003,69.269997,68.449997,68.809998,67.687378,6129400
2018-11-27,68.709999,69.750000,68.379997,69.709999,68.572685,6759000
2018-11-28,70.099998,72.839996,70.099998,72.830002,71.641792,7915900
2018-11-29,72.430000,73.699997,72.370003,73.260002,72.064774,6447700
2018-11-30,73.930000,74.230003,73.070000,74.050003,72.841888,8030500
2018-12-03,74.290001,74.919998,73.559998,74.269997,73.058289,6430400
2018-12-04,74.239998,74.250000,71.430000,71.500000,70.333488,7620100
2018-12-06,70.589996,71.540001,69.919998,71.540001,70.372841,10269100
2018-12-07,71.750000,71.830002,69.190002,69.949997,68.808777,7945500
2018-12-10,70.040001,71.300003,68.790001,70.919998,69.762947,5828600
2018-12-11,71.660004,72.540001,71.300003,71.839996,70.667931,7567000
2018-12-12,72.809998,73.860001,72.489998,72.529999,71.346680,6883600
2018-12-13,72.709999,73.139999,71.580002,72.180000,71.002396,6264900
2018-12-14,71.320000,71.500000,70.370003,70.760002,69.605560,5670300
2018-12-17,70.379997,70.860001,69.160004,69.750000,68.612045,7257500
2018-12-18,70.849998,70.900002,69.309998,70.080002,68.936653,8392400
2018-12-19,70.339996,71.470001,68.190002,69.000000,67.874283,7339700
2018-12-20,68.339996,68.900002,66.989998,68.379997,67.264389,11689700
2018-12-21,68.070000,69.129997,67.019997,67.269997,66.172501,14240800
2018-12-24,66.820000,67.050003,65.440002,65.559998,64.490395,4026200
2018-12-26,65.900002,69.639999,65.900002,69.620003,68.484169,7576500
2018-12-27,68.410004,70.629997,67.790001,70.629997,69.477684,6713000
2018-12-28,71.050003,72.050003,70.300003,71.089996,69.930168,6209600
2018-12-31,71.570000,72.760002,71.480003,72.330002,71.149956,6094300
2019-01-02,70.389999,70.959999,69.070000,69.500000,68.366112,8737200
2019-01-03,68.739998,68.879997,65.500000,66.220001,65.139633,10570700
2019-01-04,67.120003,68.580002,66.989998,68.110001,66.998795,8299100
2019-01-07,68.190002,69.860001,68.180000,69.129997,68.002144,9503000
2019-01-08,69.550003,69.639999,67.000000,68.300003,67.185692,8905100
2019-01-09,68.930000,69.849998,68.800003,69.440002,68.307098,6091000
2019-01-10,68.680000,69.440002,68.449997,69.080002,67.952972,8051200
2019-01-11,68.599998,69.360001,68.449997,69.330002,68.198898,6583000
2019-01-14,68.410004,68.800003,68.129997,68.269997,67.467583,5122900
2019-01-15,68.410004,70.519997,68.360001,70.470001,69.641731,6306900
2019-01-16,70.500000,70.760002,69.739998,69.820000,68.999367,6357300
2019-01-17,69.870003,70.970001,69.769997,70.519997,69.691139,5427800
2019-01-18,70.989998,71.739998,70.779999,71.419998,70.580566,9404500
2019-01-22,70.970001,71.669998,70.690002,71.489998,70.649742,6541600
2019-01-23,70.500000,71.550003,69.269997,69.910004,69.088318,10196300
2019-01-24,70.000000,71.000000,69.320000,70.860001,70.027145,6437600
2019-01-25,71.269997,71.769997,70.790001,71.150002,70.313744,4824100
2019-01-28,70.519997,70.629997,68.889999,69.050003,68.238419,5942500
2019-01-29,69.089996,69.940002,68.800003,69.690002,68.870895,5981600
2019-01-30,69.910004,71.800003,69.690002,71.680000,70.837502,8145000
2019-01-31,71.309998,73.070000,71.139999,72.980003,72.122238,10421900
2019-02-01,73.019997,73.239998,71.970001,72.360001,71.509521,5016500
2019-02-04,72.389999,72.690002,71.709999,72.500000,71.647873,5278300
2019-02-05,72.900002,73.290001,72.680000,73.110001,72.250702,4302400
2019-02-06,72.900002,73.559998,72.629997,73.489998,72.626236,4851900
2019-02-07,72.989998,73.059998,71.500000,72.739998,71.885048,6863600
2019-02-08,72.160004,73.480003,72.120003,73.330002,72.468117,6063700
2019-02-11,73.480003,73.839996,73.290001,73.540001,72.675652,4782700
2019-02-12,73.989998,75.230003,73.720001,75.059998,74.177780,7039700
2019-02-13,75.040001,75.269997,74.059998,74.379997,73.505775,5696300
2019-02-14,74.080002,74.360001,73.739998,73.970001,73.100594,4864500
2019-02-15,74.559998,75.400002,74.330002,75.250000,74.365555,8083200
2019-02-19,75.160004,75.570000,74.720001,75.000000,74.118484,4503500
2019-02-20,74.830002,75.570000,74.599998,75.540001,74.652145,6316700
2019-02-21,75.110001,75.470001,74.660004,75.139999,74.256836,5607000
2019-02-22,75.349998,76.449997,75.349998,76.129997,75.235199,5296600
2019-02-25,76.389999,77.050003,76.239998,76.860001,75.956619,5709600
2019-02-26,76.580002,77.120003,76.379997,76.750000,75.847923,5295400
2019-02-27,76.449997,77.330002,76.330002,77.230003,76.322281,5706500
2019-02-28,77.010002,78.059998,77.010002,77.620003,76.707695,6762700
2019-03-01,77.989998,78.739998,77.680000,78.589996,77.666283,5390100
2019-03-04,78.839996,78.970001,77.470001,78.620003,77.695946,5962800
2019-03-05,78.559998,78.910004,78.129997,78.220001,77.300636,6547500
2019-03-06,78.110001,78.220001,77.519997,77.699997,76.786743,4182100
