Date,Open,High,Low,Close,Adj Close,Volume
2019-05-24,38.400002,38.439999,36.389999,36.400002,35.833305,6082068
2019-05-28,36.500000,38.500000,36.250000,36.279999,35.715172,2722100
2019-05-29,35.509998,35.779999,31.860001,32.970001,32.456707,5732700
2019-05-30,32.689999,32.849998,30.825001,31.150000,30.665039,3916800
2019-05-31,29.760000,30.125000,28.160000,29.299999,28.843842,5210500
2019-06-03,28.330000,29.740000,28.250000,29.049999,28.597733,2642000
2019-06-04,28.879999,30.799999,28.760000,30.750000,30.271267,1991100
2019-06-05,30.950001,32.779999,30.735001,31.379999,30.891459,1386500
2019-06-06,29.750000,31.350000,29.059999,30.500000,30.025160,1440700
2019-06-07,30.440001,31.990000,28.350000,28.420000,27.977541,970700
2019-06-10,29.110001,31.250000,29.080000,30.420000,29.946405,961100
2019-06-11,30.680000,31.000000,27.799999,28.280001,27.839722,968400
2019-06-12,28.219999,29.139999,27.160000,27.160000,26.737158,1130300
2019-06-13,27.840000,28.969999,27.379999,28.830000,28.381159,1133200
2019-06-14,28.650000,29.315001,28.245001,28.299999,27.859409,890400
2019-06-17,28.420000,29.184999,27.370001,27.940001,27.505014,1009800
2019-06-18,28.129999,28.290001,26.270000,27.370001,26.943890,1366500
2019-06-19,27.600000,28.469000,27.040001,27.379999,26.953732,1322400
2019-06-20,27.469999,27.889999,26.540001,27.750000,27.317972,951800
2019-06-21,27.660000,28.517000,26.790001,27.510000,27.081709,1249900
2019-06-24,27.500000,28.225000,27.475000,27.680000,27.249063,1298600
2019-06-25,27.510000,27.750000,25.780001,26.129999,25.723192,864500
2019-06-26,26.000000,27.540001,25.870001,26.670000,26.254787,1226800
2019-06-27,27.110001,28.910000,26.760000,28.370001,27.928322,1106400
2019-06-28,27.959999,28.430000,27.379999,28.020000,27.583769,5471500
2019-07-01,28.379999,29.690001,27.709999,29.330000,28.873375,996600
2019-07-02,29.389999,29.775000,28.480000,29.170000,28.715866,684800
2019-07-03,29.219999,29.959999,28.941999,29.360001,28.902908,253100
2019-07-05,29.340000,30.040001,29.129999,29.830000,29.365589,241600
2019-07-08,29.700001,30.820000,29.490000,30.799999,30.320488,717600
